'v(q)'
0.000000e+00	4.719852e-01
1.000000e-17	4.719720e-01
2.000000e-17	4.719652e-01
4.000000e-17	4.719532e-01
8.000000e-17	4.719396e-01
1.600000e-16	4.719288e-01
3.200000e-16	4.719261e-01
6.400000e-16	4.719283e-01
1.280000e-15	4.719352e-01
2.560000e-15	4.719373e-01
5.120000e-15	4.719363e-01
1.024000e-14	4.719492e-01
2.048000e-14	4.719514e-01
4.096000e-14	4.719508e-01
8.192000e-14	4.719394e-01
1.638400e-13	4.719163e-01
3.276800e-13	4.719163e-01
6.553600e-13	4.719189e-01
1.000000e-12	4.719166e-01
1.010000e-12	4.743567e-01
1.030000e-12	4.818847e-01
1.070000e-12	5.013969e-01
1.100000e-12	5.169813e-01
1.108000e-12	5.197850e-01
1.124000e-12	5.230996e-01
1.156000e-12	5.237356e-01
1.220000e-12	5.235644e-01
1.348000e-12	5.234683e-01
1.604000e-12	5.231883e-01
2.116000e-12	5.229310e-01
3.140000e-12	5.222983e-01
5.188000e-12	5.211692e-01
9.284000e-12	5.184888e-01
1.747600e-11	5.127015e-01
3.386000e-11	5.028447e-01
6.662800e-11	4.902935e-01
1.321640e-10	4.777374e-01
2.035123e-10	4.733291e-01
3.128948e-10	4.753835e-01
5.316597e-10	4.975749e-01
7.731628e-10	5.936642e-01
1.256169e-09	8.536023e-01
1.975645e-09	1.019719e+00
2.691280e-09	9.951006e-01
3.491280e-09	1.000942e+00
4.291280e-09	9.999349e-01
5.001100e-09	9.998812e-01
5.001110e-09	9.998569e-01
5.001130e-09	9.997869e-01
5.001170e-09	9.997092e-01
5.001200e-09	9.996730e-01
5.001208e-09	9.996682e-01
5.001224e-09	9.996711e-01
5.001256e-09	9.996961e-01
5.001320e-09	9.997049e-01
5.001424e-09	9.997275e-01
5.001629e-09	9.997572e-01
5.002037e-09	9.997484e-01
5.002854e-09	9.997589e-01
5.004487e-09	9.997692e-01
5.007754e-09	9.997977e-01
5.014288e-09	9.998419e-01
5.027356e-09	9.999362e-01
5.053492e-09	1.000068e+00
5.105765e-09	1.000160e+00
5.210310e-09	1.000051e+00
5.419399e-09	9.998869e-01
5.756538e-09	1.000574e+00
6.100842e-09	9.924513e-01
6.647541e-09	9.761085e-01
7.139937e-09	9.987323e-01
7.769847e-09	9.998749e-01
8.569847e-09	1.000187e+00
9.369847e-09	9.998068e-01
1.000100e-08	1.000077e+00
1.000101e-08	1.000096e+00
1.000103e-08	1.000172e+00
1.000107e-08	1.000449e+00
1.000110e-08	1.000755e+00
1.000111e-08	1.000374e+00
1.000112e-08	9.990673e-01
1.000116e-08	9.959034e-01
1.000120e-08	9.931770e-01
1.000121e-08	9.931370e-01
1.000122e-08	9.933357e-01
1.000124e-08	9.939936e-01
1.000130e-08	9.942570e-01
1.000139e-08	9.942338e-01
1.000155e-08	9.943124e-01
1.000187e-08	9.943922e-01
1.000251e-08	9.946555e-01
1.000379e-08	9.950255e-01
1.000634e-08	9.958097e-01
1.001145e-08	9.971875e-01
1.002167e-08	9.998543e-01
1.004210e-08	1.005479e+00
1.008297e-08	1.014145e+00
1.016471e-08	1.024328e+00
1.024957e-08	1.028873e+00
1.041928e-08	1.029020e+00
1.062369e-08	1.025428e+00
1.092047e-08	1.008992e+00
1.124265e-08	1.000065e+00
1.175839e-08	9.990717e-01
1.222372e-08	1.000399e+00
1.302372e-08	9.997341e-01
1.382372e-08	1.000132e+00
1.462372e-08	9.998949e-01
1.500110e-08	1.000017e+00
1.500111e-08	9.999983e-01
1.500113e-08	9.999576e-01
1.500117e-08	9.998895e-01
1.500120e-08	9.998501e-01
1.500121e-08	9.998442e-01
1.500122e-08	9.998507e-01
1.500126e-08	9.998632e-01
1.500132e-08	9.998687e-01
1.500142e-08	9.998833e-01
1.500163e-08	9.999120e-01
1.500204e-08	9.999512e-01
1.500285e-08	9.999531e-01
1.500449e-08	9.999647e-01
1.500776e-08	1.000001e+00
1.501429e-08	1.000047e+00
1.502737e-08	1.000114e+00
1.505351e-08	1.000188e+00
1.510580e-08	1.000201e+00
1.521038e-08	1.000048e+00
1.541954e-08	9.998691e-01
1.575637e-08	1.000365e+00
1.610320e-08	9.994512e-01
1.659061e-08	1.004018e+00
1.708828e-08	4.949239e-01
1.766137e-08	2.463506e-02
1.821814e-08	1.701191e-02
1.882809e-08	-7.895649e-03
1.962809e-08	4.661254e-03
2.000100e-08	-1.411199e-03
2.000101e-08	-1.022558e-03
2.000103e-08	1.516536e-04
2.000107e-08	3.286358e-03
2.000110e-08	5.528304e-03
2.000111e-08	5.162216e-03
2.000112e-08	2.847773e-03
2.000116e-08	-5.609664e-03
2.000120e-08	-1.925952e-02
2.000121e-08	-2.007809e-02
2.000122e-08	-2.056307e-02
2.000124e-08	-1.960937e-02
2.000130e-08	-1.862747e-02
2.000139e-08	-1.871130e-02
2.000155e-08	-1.859297e-02
2.000187e-08	-1.848076e-02
2.000251e-08	-1.815403e-02
2.000379e-08	-1.763406e-02
2.000634e-08	-1.662477e-02
2.001144e-08	-1.509421e-02
2.002165e-08	-1.296662e-02
