'v(q)'
2.004206e-08	-1.048074e-02
2.008289e-08	-8.910501e-03
2.016454e-08	-6.656126e-03
2.025394e-08	3.170219e-03
2.043272e-08	6.857680e-02
2.062290e-08	1.303708e-01
2.088159e-08	9.241765e-02
2.120680e-08	1.649243e-02
2.162074e-08	9.470592e-04
2.226854e-08	-8.454736e-05
2.306854e-08	-7.540130e-05
2.386854e-08	1.400461e-04
2.466854e-08	-1.224001e-04
2.500110e-08	1.394224e-04
2.500111e-08	1.231848e-04
2.500113e-08	8.235442e-05
2.500117e-08	-1.033870e-04
2.500120e-08	-2.357658e-04
2.500121e-08	-2.477283e-04
2.500122e-08	-2.511060e-04
2.500126e-08	-1.991014e-04
2.500132e-08	-1.825121e-04
2.500142e-08	-1.705924e-04
2.500163e-08	-8.707444e-05
2.500204e-08	-9.815962e-05
2.500285e-08	-8.026364e-05
2.500449e-08	-8.589892e-05
2.500776e-08	-4.847763e-05
2.501429e-08	-1.450691e-05
2.502737e-08	6.648200e-05
2.505351e-08	1.276967e-04
2.510580e-08	1.486787e-04
2.521038e-08	3.062726e-05
2.541955e-08	1.317831e-06
2.583788e-08	1.806762e-05
2.626589e-08	1.114808e-05
2.706589e-08	7.068103e-06
2.786589e-08	1.418786e-05
2.866589e-08	3.560722e-06
2.946589e-08	1.467587e-05
3.000100e-08	2.655361e-06
3.000101e-08	3.399472e-05
3.000103e-08	1.446187e-04
3.000107e-08	4.252603e-04
3.000110e-08	5.952035e-04
3.000111e-08	5.138404e-04
3.000112e-08	8.699330e-05
3.000116e-08	-1.465166e-03
3.000120e-08	-3.354374e-03
3.000121e-08	-3.404975e-03
3.000122e-08	-3.327187e-03
3.000124e-08	-2.974285e-03
3.000130e-08	-2.839990e-03
3.000140e-08	-2.869088e-03
3.000157e-08	-2.877024e-03
3.000193e-08	-2.903273e-03
3.000265e-08	-2.936058e-03
3.000408e-08	-3.003231e-03
3.000695e-08	-3.080911e-03
3.001268e-08	-3.128002e-03
3.002415e-08	-2.952812e-03
3.004709e-08	-2.261091e-03
3.009296e-08	-9.474374e-04
3.016666e-08	1.818654e-04
3.025370e-08	5.795657e-04
3.042776e-08	4.636160e-04
3.061180e-08	1.995606e-04
3.093274e-08	3.751410e-05
3.157460e-08	3.834374e-06
3.237460e-08	8.472784e-06
3.317460e-08	9.852965e-06
3.397460e-08	6.380673e-06
3.477460e-08	9.989830e-06
3.500110e-08	5.429735e-06
3.500111e-08	-3.431204e-06
3.500113e-08	-5.024823e-05
3.500117e-08	-2.237137e-04
3.500120e-08	-3.561126e-04
3.500121e-08	-3.694872e-04
3.500122e-08	-3.716390e-04
3.500126e-08	-3.252778e-04
3.500132e-08	-3.117822e-04
3.500142e-08	-3.239388e-04
3.500163e-08	-3.091702e-04
3.500204e-08	-3.068308e-04
3.500285e-08	-2.858876e-04
3.500449e-08	-2.716382e-04
3.500776e-08	-2.205934e-04
3.501429e-08	-1.578524e-04
3.502737e-08	-4.694631e-05
3.505351e-08	4.863258e-05
3.510580e-08	9.121641e-05
3.521038e-08	2.215846e-06
3.541955e-08	-9.507364e-06
3.583788e-08	1.488325e-05
3.624015e-08	8.152612e-06
3.704015e-08	5.219665e-06
3.784015e-08	1.130770e-05
3.864015e-08	1.692486e-06
3.944015e-08	1.163188e-05
4.000000e-08	-2.437328e-07

